Entity,Code,Year,"Gross enrolment ratio, tertiary, gender parity index (GPI)"
Australia,AUS,1985,0.945010006427765
Australia,AUS,1986,0.986129999160767
Australia,AUS,1987,1.0407400131225601
Australia,AUS,1988,1.08071005344391
Australia,AUS,1989,1.12486004829407
Australia,AUS,1990,1.15391004085541
Australia,AUS,1991,1.1815400123596203
Australia,AUS,1992,1.18763995170593
Australia,AUS,1993,0.9885399937629691
Australia,AUS,1994,1.0100200176239
Australia,AUS,1995,1.0446200370788599
Australia,AUS,1996,1.06167995929718
Australia,AUS,1997,1.06923997402191
Australia,AUS,1998,1.21771001815796
Australia,AUS,1999,1.21789002418518
Australia,AUS,2000,1.22541999816895
Australia,AUS,2001,1.2265700101852401
Australia,AUS,2002,1.2223299741745
Australia,AUS,2003,1.23389995098114
Australia,AUS,2004,1.24002003669739
Australia,AUS,2005,1.2586200237274199
Australia,AUS,2006,1.2848800420761102
Australia,AUS,2007,1.3029099702835099
Australia,AUS,2008,1.3249499797821003
Australia,AUS,2009,1.35845005512238
Australia,AUS,2010,1.38099002838135
Australia,AUS,2011,1.39395999908447
Australia,AUS,2012,1.40529000759125
Australia,AUS,2013,1.40312004089355
Australia,AUS,2014,1.4098900556564298
Austria,AUT,1971,0.429939985275269
Austria,AUT,1972,0.4829100072383879
Austria,AUT,1973,0.529070019721985
Austria,AUT,1974,0.5511599779129029
Austria,AUT,1975,0.593500018119812
Austria,AUT,1976,0.6240699887275699
Austria,AUT,1977,0.6453800201416021
Austria,AUT,1978,0.682259976863861
Austria,AUT,1979,0.707459986209869
Austria,AUT,1980,0.731360018253326
Austria,AUT,1981,0.749650001525879
Austria,AUT,1982,0.7748600244522091
Austria,AUT,1983,0.807089984416962
Austria,AUT,1984,0.820969998836517
Austria,AUT,1985,0.842000007629395
Austria,AUT,1986,0.8614299893379208
Austria,AUT,1987,0.864180028438568
Austria,AUT,1988,0.875639975070953
Austria,AUT,1989,0.873769998550415
Austria,AUT,1990,0.8817099928855899
Austria,AUT,1991,0.872189998626708
Austria,AUT,1992,0.8874999880790709
Austria,AUT,1993,0.8997700214385991
Austria,AUT,1994,0.916339993476868
Austria,AUT,1995,0.9425699710845951
Austria,AUT,1996,0.9652400016784671
Austria,AUT,1997,0.981869995594025
Austria,AUT,1998,1.0023100376129201
Austria,AUT,1999,1.04086995124817
Austria,AUT,2000,1.08232998847961
Austria,AUT,2001,1.12270998954773
Austria,AUT,2002,1.1582100391387902
Austria,AUT,2003,1.16958999633789
Austria,AUT,2004,1.1834900379180902
Austria,AUT,2005,1.19811999797821
Austria,AUT,2006,1.20642995834351
Austria,AUT,2007,1.19905996322632
Austria,AUT,2008,1.1790299415588401
Austria,AUT,2009,1.1762900352478
Austria,AUT,2010,1.1700199842453
Austria,AUT,2011,1.1825699806213401
Austria,AUT,2012,1.1986399888992298
Austria,AUT,2013,1.20621001720428
Austria,AUT,2014,1.20348000526428
Austria,AUT,2015,1.20158994197845
Azerbaijan,AZE,1981,0.760129988193511
Azerbaijan,AZE,1986,0.9027699828147892
Azerbaijan,AZE,1991,0.670350015163422
Azerbaijan,AZE,1992,0.652949988842011
Azerbaijan,AZE,1993,0.7174500226974491
Azerbaijan,AZE,1994,0.7997000217437741
Azerbaijan,AZE,1995,0.9027100205421451
Azerbaijan,AZE,1996,0.976369976997375
